47	23	116	5
29	25	105	4
28	24	84	4
29	23	72	4
28	21	62	4
33	35	77	3
34	33	51	3
36	38	85	3
32	34	67	3
32	33	68	3
32	33	58	3
32	33	58	3
32	32	42	3
31	32	74	3
32	33	60	3
52	33	42	3
32	33	41	3
31	32	53	3
32	32	45	3
42	47	55	2
61	32	42	3
41	47	42	2
41	45	39	2
43	49	71	2
41	46	42	2
41	45	43	2
41	44	44	2
39	44	46	2
39	44	39	2
38	44	39	2
39	44	47	2
39	43	53	2
38	42	42	2
34	41	71	1
