45	22	117	5
36	28	112	4
36	28	95	4
36	27	83	4
36	26	73	4
44	40	89	3
42	39	62	3
47	43	95	3
40	39	78	3
40	39	76	3
41	40	70	3
41	38	69	3
40	38	51	3
40	38	83	3
39	39	71	3
42	38	48	3
39	38	49	3
42	37	62	3
41	37	54	3
52	59	63	2
69	38	52	3
51	52	52	2
49	50	49	2
53	53	79	2
49	51	50	2
49	51	52	2
48	49	55	2
49	49	59	2
47	50	51	2
49	49	47	2
49	49	57	2
47	48	64	2
47	48	51	2
42	44	83	1
